ingredient_id,display_name,source_count,top_similarity,Energy,Energy,Energy,Energy,Carbohydrate,"Sugars, Total",Fiber,Total Sugars,Fiber (AOAC 2011.25),Total fat,Cholesterol,"Fatty acids, total saturated",DHA,EPA,ALA,Protein,"Vitamin A, RAE",Vitamin E,Vitamin D (D2 + D3),Vitamin E,Vitamin C,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,Choline,Vitamin K2 MK-4,Vitamin K1,Vitamin E,Vitamin A,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Iodine,Manganese,Molybdenum,Selenium
baked_beans,Baked Beans,5,1.5500000000000003,113.8,113.8,113.8,113.8,21.086000000000002,,5.18,8.1525,,1.338,1.0,0.4242,0.0,0.0,0.051,4.86,3.3333333333333335,0.15,0.0,0.15,1.3333333333333333,0.12466666666666666,0.04833333333333334,0.414,0.1855,0.09899999999999999,27.666666666666668,0.0,31.05,,0.8,0.15,,47.4,1.1920000000000002,34.0,95.33333333333333,340.0,382.4,1.4666666666666668,0.16966666666666666,,0.182,,5.066666666666666
baking_powder,Baking Powder,1,0.6194782903770979,97.03632887189292,97.03632887189292,97.03632887189292,97.03632887189292,46.9,,2.2,0.0,,0.4,0.0,0.073,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,4332.0,8.17,29.0,6869.0,10100.0,90.0,0.72,0.019,,0.42,,0.2
baking_soda,Baking Soda,1,0.3170483236624258,97.03632887189292,97.03632887189292,97.03632887189292,97.03632887189292,46.9,,2.2,0.0,,0.4,0.0,0.073,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,4332.0,8.17,29.0,6869.0,10100.0,90.0,0.72,0.019,,0.42,,0.2
balado_seasoning,Balado Seasoning,4,0.4685849883380821,317.8164435946463,317.8164435946463,317.8164435946463,317.8164435946463,61.435,,11.675,5.775,,5.59,0.0,1.645,0.0,0.0,,8.625,132.0,1.32,0.0,1.32,7.475,0.264,0.191,2.97,,1.32,92.0,0.0,30.3,,805.4,1.32,,498.0,20.425,224.0,171.0,789.3333333333334,2968.25,3.14,0.843,,6.857,,7.2
balsamic_vinegar,Balsamic Vinegar,1,0.7934388915064211,133.0,133.0,133.0,133.0,33.33,,,13.33,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
balut,Balut,2,0.0,204.7342256214149,204.7342256214149,204.7342256214149,204.7342256214149,1.405,,0.0,0.905,,16.16,856.0,4.304,0.0,0.0,,12.385000000000002,200.0,1.7200000000000002,1.65,1.7200000000000002,0.0,0.1365,0.381,0.184,1.862,0.254,68.0,4.715,230.14999999999998,,2.75,1.7200000000000002,,62.0,3.725,16.5,213.0,215.0,205.0,1.365,0.06,,0.038,,35.15
bamboo_leaf,Bamboo Leaf,2,0.548732419754337,27.0,27.0,27.0,27.0,5.2,,2.2,3.0,,0.3,0.0,0.069,0.0,0.0,,2.6,1.0,1.0,0.0,1.0,4.0,0.15,0.07,0.6,0.161,0.24,7.0,0.0,0.0,,0.0,1.0,,13.0,0.5,3.0,59.0,533.0,4.0,1.1,0.19,,0.262,,0.8
bamboo_pith_mushroom,Bamboo Pith Mushroom,5,0.3595541162289059,23.98202676864245,23.98202676864245,23.98202676864245,23.98202676864245,3.4339999999999997,,1.1400000000000001,1.98,,0.342,0.0,0.05,0.0,0.0,,3.052,0.0,0.01,0.16,0.01,2.1,0.07540000000000001,0.41220000000000007,3.6681999999999997,1.497,0.0996,20.6,0.04,17.3,0.0,0.0,0.01,,3.4,0.446,9.2,87.4,328.6,5.2,0.516,0.32720000000000005,,0.047,,11.24
bamboo_shoot,Bamboo Shoot,1,1.443641317820716,27.0,27.0,27.0,27.0,5.2,,2.2,3.0,,0.3,0.0,0.069,0.0,0.0,,2.6,1.0,1.0,0.0,1.0,4.0,0.15,0.07,0.6,0.161,0.24,7.0,0.0,0.0,,0.0,1.0,,13.0,0.5,3.0,59.0,533.0,4.0,1.1,0.19,,0.262,,0.8
banana,Banana,1,1.2372148626397008,89.0,89.0,89.0,89.0,22.84,,2.6,12.23,,0.33,0.0,0.112,0.0,0.0,,1.09,3.0,0.1,0.0,0.1,8.7,0.031,0.073,0.665,0.334,0.367,20.0,0.0,9.8,,0.5,0.1,,5.0,0.26,27.0,22.0,358.0,1.0,0.15,0.078,,0.27,,1.0
banana_leaf,Banana Leaf,1,0.33831762576129987,18.4931365,18.4931365,18.4931365,18.4931365,4.06615,,,,,0.1563,,,,,,1.09375,,,,,15.15,0.08225,,0.375,,0.07088,,,,0.0,118.5,,,39.84,0.3195,12.77,26.55,277.1,28.88,0.3103,0.03984,,0.1559,,
banana_pepper,Banana Pepper,2,0.6508374288835507,27.003824091778203,27.003824091778203,27.003824091778203,27.003824091778203,5.35,,3.4,1.95,,0.45,0.0,0.048,0.0,0.0,,1.66,17.0,0.69,0.0,0.69,82.7,0.081,0.054,1.242,0.265,0.357,29.0,0.0,7.4,,9.5,0.69,,14.0,0.46,17.0,32.0,256.0,13.0,0.25,0.094,,0.1,,0.3
barbecue_sauce,Barbecue Sauce,2,1.3000000000000003,130.5,130.5,130.5,130.5,30.38,,0.0,21.64,,0.0,0.0,0.0,,,,0.0,,,,,3.5,,,,,,,,,,,,,,,,,27.0,956.0,,,,,,
barbecue_seasoning,Barbecue Seasoning,2,0.3733460440142182,307.0,307.0,307.0,307.0,65.59,,11.3,1.8,,7.53,0.0,3.29,0.0,0.0,,9.59,132.0,1.32,0.0,1.32,12.0,0.264,0.191,2.97,,1.32,138.0,0.0,30.3,,805.4,1.32,,996.0,35.3,224.0,171.0,684.0,27.0,3.14,0.843,,6.857,,7.2
barley,Barley,2,1.0304456379107,353.0,353.0,353.0,353.0,75.6,,16.45,0.8,,1.73,0.0,0.363,0.0,0.0,,11.195,1.0,0.295,0.0,0.295,0.0,0.4185,0.19949999999999998,4.604,0.282,0.28900000000000003,21.0,0.0,37.8,,2.2,0.295,,31.0,3.05,106.0,242.5,366.0,10.5,2.45,0.45899999999999996,,1.6325,,37.7
basil,Basil,2,1.2278254146163077,22.733269598470365,22.733269598470365,22.733269598470365,22.733269598470365,2.65,,1.6,0.3,,0.64,0.0,0.041,0.0,0.0,,3.15,264.0,0.8,0.0,0.8,18.0,0.034,0.076,0.902,0.209,0.155,68.0,0.0,11.4,,414.8,0.8,,177.0,3.17,64.0,56.0,295.0,4.0,0.81,0.385,,1.148,,0.3
basil_seed,Basil Seed,1,0.0,23.0,23.0,23.0,23.0,2.65,,1.6,0.3,,0.64,0.0,0.041,0.0,0.0,,3.15,264.0,0.8,0.0,0.8,18.0,0.034,0.076,0.902,,0.155,68.0,0.0,11.4,,414.8,0.8,,177.0,3.17,64.0,56.0,295.0,4.0,0.81,0.385,,,,0.3
basmati_rice,Basmati Rice,2,0.0,249.3186605,249.3186605,249.3186605,249.3186605,54.151574999999994,,0.2744,0.05,2.771,0.6565,0.0,0.077,0.0,0.0,,4.854425,0.0,0.04,0.0,0.04,0.0,0.1135,0.0465,1.4505,,0.07494,58.0,0.0,2.1,,0.0,0.04,,7.23,0.66525,19.265,75.6,58.63,122.73125,0.922,0.1414,,0.9811,64.18,7.05
batang_fish,Batang Fish,1,0.908321694607009,205.0,205.0,205.0,205.0,0.0,,0.0,0.0,,13.89,70.0,3.257,1.401,0.898,,18.6,50.0,1.52,16.1,1.52,0.4,0.176,0.312,9.08,0.856,0.399,1.0,8.71,65.0,,5.0,1.52,,12.0,1.63,76.0,217.0,314.0,90.0,0.63,0.073,,0.015,,44.1
bay_leaf,Bay Leaf,1,0.8875193109509573,313.0,313.0,313.0,313.0,74.97,,26.3,,,8.36,0.0,2.28,0.0,0.0,,7.61,309.0,,0.0,,46.5,0.009,0.421,2.005,,1.74,180.0,0.0,,,,,,834.0,43.0,120.0,113.0,529.0,23.0,3.7,0.416,,8.167,,2.8
bean,Bean,5,0.8545551610632113,335.57705544933077,335.57705544933077,335.57705544933077,335.57705544933077,62.013999999999996,,14.819999999999999,2.1125,,0.952,0.0,0.23240000000000002,0.0,0.0,,21.722,0.2,0.21,0.0,0.21,0.9,0.6599999999999999,0.19339999999999996,1.8257999999999999,0.9562000000000002,0.3276,458.4,0.0,66.16666666666667,,5.6,0.21,,134.4,7.1659999999999995,157.2,376.0,1478.2,9.4,3.4699999999999998,0.9236000000000001,,1.3394,,5.1
bean_sprout,Bean Sprout,1,1.4399870305668756,30.0,30.0,30.0,30.0,5.94,,1.8,4.13,,0.18,0.0,0.046,0.0,0.0,,3.04,1.0,0.1,0.0,0.1,13.2,0.084,0.124,0.749,,0.088,61.0,0.0,14.4,,33.0,0.1,,13.0,0.91,21.0,54.0,149.0,6.0,0.41,0.164,,,,0.6
bear_meat,Bear Meat,2,0.5629803075090912,145.54493307839388,145.54493307839388,145.54493307839388,145.54493307839388,0.0,,0.0,,,5.7,,0.63,,,,22.85,0.0,,,,1.0,0.0915,0.6265000000000001,3.6,,,,,,,,,,10.0,6.375,,151.0,40.0,,,,,,,8.3
bearnaise_sauce,Bearnaise Sauce,1,0.0,220.0,220.0,220.0,220.0,6.0,,0.0,2.0,,22.0,30.0,16.0,,,,2.0,,,,,,,,,,,,,,,,,,40.0,,,,,520.0,,,,,,
bechamel,Bechamel,2,0.7601043566366368,159.5,159.5,159.5,159.5,9.905000000000001,,0.15000000000000002,2.895,,12.184999999999999,32.0,6.4030000000000005,0.0,0.003,,2.335,134.0,0.5900000000000001,0.8999999999999999,0.5900000000000001,0.15000000000000002,0.053,0.11449999999999999,0.24600000000000002,,0.094,5.0,0.21,11.899999999999999,,3.1,0.5900000000000001,,74.0,0.195,8.0,64.5,98.0,629.5,0.27,0.009999999999999998,,,,2.1
beef,Beef,5,0.9819029136955386,229.6,229.6,229.6,229.6,0.0,,0.0,0.0,,12.606,90.4,5.002,0.001,0.0026000000000000003,,28.201999999999998,3.8,0.174,0.1,0.174,0.0,0.0698,0.2406,5.2134,,0.4854,6.8,2.532,87.1,,1.6199999999999999,0.174,,14.6,2.7680000000000002,20.2,216.2,307.8,372.0,7.061999999999999,0.0864,,,,29.360000000000003
beer,Beer,2,1.55,48.5,48.5,48.5,48.5,8.395,,0.0,6.62,,0.0,0.0,0.0,0.0,0.0,,0.23,0.0,0.0,0.0,0.0,0.0,0.005,0.025,0.513,0.041,0.046,6.0,0.02,10.1,,0.0,0.0,,4.0,0.02,6.0,14.0,27.0,7.5,0.01,0.005,,0.008,,0.6
beet,Beet,3,1.2008274304219735,40.965255,40.965255,40.965255,40.965255,8.787,5.1015,3.119,,,0.3025,,,,,,1.6875,,,,,,,,,,,,,,,,,,13.82,0.4281,21.01,33.65,341.5,111.59999999999998,0.3104,0.1606,,0.2571,,
bel_paese_cheese,Bel Paese Cheese,1,0.0,381.0,381.0,381.0,381.0,4.33,,0.0,2.08,,31.26,95.0,17.763,0.002,0.01,,20.7,294.0,0.78,3.0,0.78,0.0,0.029,0.399,0.084,,0.077,18.0,1.23,20.9,,2.7,0.78,,849.0,0.39,28.0,532.0,129.0,964.0,3.15,0.031,,,,24.3
bell_pepper,Bell Pepper,4,0.5835757673051936,25.1614808125,25.1614808125,25.1614808125,25.1614808125,6.18403125,,1.0345749999999998,,,0.12714999999999999,,,,,,0.8279687499999999,,,,,134.5775,0.0493075,0.1076075,0.912075,,0.293425,37.053333333333335,,,,,,,6.3605,0.31605,10.188500000000001,23.672500000000003,193.47499999999997,0.0,0.19077499999999997,0.0444925,,0.1308775,,0.075
bellflower_root,Bellflower Root,4,0.5443426784535981,72.20936902485658,72.20936902485658,72.20936902485658,72.20936902485658,17.425,,2.4,5.8149999999999995,,0.17500000000000002,0.0,0.0365,0.0,0.0,,1.465,0.0,0.38,0.0,0.38,4.0,0.024999999999999998,0.03,0.35000000000000003,0.322,0.2405,23.0,0.0,11.7,,1.6,0.38,,41.0,0.8,30.0,56.0,299.0,27.5,0.33,0.077,,0.2325,,0.7
benedictine,Benedictine,1,0.6956940735252182,279.0,279.0,279.0,279.0,33.2,,0.0,33.27,,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,2.0,1.0,0.03,0.016,,,,0.2
berry,Berry,5,1.2390581429336323,48.6,48.6,48.6,48.6,11.73,,4.0,5.335,,0.21000000000000005,0.0,0.01175,0.0,0.0,,0.688,2.75,0.9275,0.0,0.9275,20.919999999999998,0.0164,0.0228,0.43899999999999995,0.295,0.05125,7.25,0.0,6.175,,7.225,0.9275,,13.8,0.458,9.25,15.4,112.4,6.2,0.11249999999999999,0.0535,,0.267,,0.22499999999999998
birds_eye_chili,Birds Eye Chili,2,0.2433325432978472,39.95697896749522,39.95697896749522,39.95697896749522,39.95697896749522,9.135000000000002,,1.5,5.199999999999999,,0.32,0.0,0.0315,0.0,0.0,,1.935,53.5,0.69,0.0,0.69,193.1,0.08099999999999999,0.088,1.097,0.131,0.392,23.0,0.0,11.0,,14.15,0.69,,16.0,1.115,24.0,44.5,331.0,8.0,0.28,0.1515,,0.212,,0.5
biscotti,Biscotti,1,1.0990014186415005,373.0,373.0,373.0,373.0,66.99,,1.4,28.44,,8.38,46.0,1.29,0.0,0.0,,7.63,20.0,1.4,0.3,1.4,0.4,0.378,0.277,3.01,,0.037,62.0,0.1,35.3,,6.5,1.4,,112.0,3.15,17.0,205.0,97.0,262.0,0.51,0.083,,,,12.8
biscuit,Biscuit,5,1.1311881905410548,369.6,369.6,369.6,369.6,49.776,,2.3600000000000003,5.458,,15.902000000000001,10.2,7.444599999999999,0.0,0.0008,,7.162000000000001,38.4,0.4960000000000001,0.1,0.4960000000000001,0.06,0.45919999999999994,0.3214,3.7954,0.592,0.0712,84.4,0.14600000000000002,10.24,,4.2,0.4960000000000001,,119.8,3.04,24.4,430.4,167.2,985.6,0.594,0.10540000000000001,,0.366,,12.52
bison,Bison,3,1.55,129.33970681963032,129.33970681963032,129.33970681963032,129.33970681963032,0.016666666666666666,,0.0,0.0,,5.08,55.333333333333336,1.6456666666666664,0.0,0.0,,21.03,0.0,0.19,0.0,0.19,0.0,0.141,0.16999999999999998,3.616,,0.383,12.0,1.94,85.8,,1.2,0.19,,8.5,2.59,23.0,190.5,335.5,59.0,3.695,0.115,,0.007,,23.5
bitter_almond,Bitter Almond,5,0.38539468929566595,582.8,582.8,582.8,582.8,21.442,,12.18,4.452,,50.452000000000005,0.0,3.8600000000000003,0.0,0.0,0.003,21.112000000000002,0.0,25.284,0.0,25.284,0.0,0.17939999999999998,1.1498,3.6217999999999995,0.471,0.1368,46.2,0.0,52.1,,0.0,25.284,,268.8,3.714,271.8,479.0,729.0,1.4,3.1580000000000004,1.0445999999999998,,2.179,,3.6799999999999997
bitter_green,Bitter Green,5,1.2903289030305427,23.393881453154876,23.393881453154876,23.393881453154876,23.393881453154876,4.33,,2.2600000000000002,0.818,,0.30799999999999994,0.0,0.0376,0.0,0.0,,1.9659999999999997,82.4,1.7959999999999998,0.0,1.7959999999999998,32.5,0.054400000000000004,0.0702,0.502,0.37160000000000004,0.0988,57.2,0.0,7.92,,251.28000000000003,1.7959999999999998,,64.0,1.0499999999999998,21.0,44.8,337.2,21.2,0.506,0.22220000000000004,,0.232,,0.76
bitter_melon,Bitter Melon,2,0.29554746267185505,16.96940726577438,16.96940726577438,16.96940726577438,16.96940726577438,3.7,,2.8,,,0.17,0.0,,,,,1.0,24.0,,0.0,,84.0,0.04,0.04,0.4,0.212,0.043,72.0,0.0,,,,,,19.0,0.43,17.0,31.0,296.0,5.0,0.8,0.034,,0.089,,0.2
bitter_orange,Bitter Orange,5,0.3858627287493868,46.96902485659656,46.96902485659656,46.96902485659656,46.96902485659656,11.64,8.57,2.2800000000000002,9.095,,0.184,0.0,0.0225,0.0,0.0,,0.7860000000000001,11.0,0.18,0.0,0.18,50.059999999999995,0.0892,0.0434,0.3958,0.25275000000000003,0.060399999999999995,20.8,0.0,8.4,,0.0,0.18,,42.8,0.164,10.14,15.4,169.4,2.6,0.088,0.047,,0.02525,,0.33999999999999997
bitters,Bitters,5,0.871310450250168,27.033652007648186,27.033652007648186,27.033652007648186,27.033652007648186,3.6340000000000003,,2.5,1.89,,0.8879999999999999,0.4,0.68,0.0,0.0,,2.684,47.8,0.52,0.0,0.52,75.17999999999999,0.09819999999999998,0.171,0.6582,0.13749999999999998,0.3496,89.8,0.0,10.7,,6.7,0.52,,43.0,1.0619999999999998,44.0,59.0,423.4,31.8,0.5900000000000001,0.10040000000000002,,0.3125,,0.4800000000000001
black_bean,Black Bean,3,0.33968352815123637,339.94582536647545,339.94582536647545,339.94582536647545,339.94582536647545,62.656666666666666,,15.5,2.12,,1.2466666666666666,0.0,0.3213333333333333,0.0,0.0,,21.483333333333334,0.0,0.21,0.0,0.21,0.0,0.9,0.19299999999999998,1.955,0.899,0.286,444.0,0.0,66.4,,5.599999999999999,0.21,,135.33333333333334,6.246666666666666,167.33333333333334,381.3333333333333,1488.6666666666667,6.333333333333333,3.1666666666666665,0.894,,1.04,,3.2000000000000006
black_bean_paste,Black Bean Paste,1,0.0,226.0,226.0,226.0,226.0,49.98,,5.3,33.92,,0.47,0.0,0.052,0.0,0.0,,6.22,0.0,0.02,0.0,0.02,0.9,0.115,0.048,0.415,,0.086,93.0,0.0,21.9,,6.0,0.02,,21.0,2.13,32.0,102.0,290.0,124.0,0.77,0.176,,,,1.1
black_currant,Black Currant,1,0.5527464729458361,63.0,63.0,63.0,63.0,15.38,,,,,0.41,0.0,0.034,,,,1.4,12.0,1.0,,1.0,181.0,0.05,0.05,0.3,0.398,0.066,,0.0,,,,1.0,,55.0,1.54,24.0,59.0,322.0,2.0,0.27,0.086,,0.256,,
black_eyed_pea,Black Eyed Pea,2,0.969996879989157,348.49411567877627,348.49411567877627,348.49411567877627,348.49411567877627,60.738,,10.7,,,2.2445,0.0,0.542,,,,22.5375,2.0,,0.0,,1.5,0.68,0.17,2.795,1.511,0.361,639.0,0.0,,,,,,78.2,7.9399999999999995,258.45,432.8,1309.0,30.729,4.882,0.99745,,1.416,,9.1
black_garlic,Black Garlic,2,0.0,142.34321223709367,142.34321223709367,142.34321223709367,142.34321223709367,28.115000000000002,,2.7,0.99,,0.38,0.0,0.088,0.0,0.0,,6.6,0.0,0.08,0.0,0.08,9.0,0.179,0.104,0.661,,1.166,2.0,0.0,23.1,,1.7,0.08,,180.0,1.69,25.0,152.0,399.0,248.0,1.15,0.297,,,,9.75
black_olive,Black Olive,1,0.7257551443973526,116.0,116.0,116.0,116.0,6.04,,1.6,0.0,,10.9,0.0,2.279,0.0,0.0,,0.84,17.0,1.65,0.0,1.65,0.9,0.003,0.0,0.037,,0.009,0.0,0.0,10.3,,1.4,1.65,,88.0,6.28,4.0,3.0,8.0,735.0,0.22,0.251,,,,0.9
black_pepper,Black Pepper,1,0.577354924957759,250.95602294455065,250.95602294455065,250.95602294455065,250.95602294455065,63.95,,25.3,0.64,,3.26,0.0,1.392,0.0,0.0,0.152,10.39,27.0,1.04,0.0,1.04,0.0,0.108,0.18,1.143,1.399,0.291,17.0,0.0,11.3,,163.7,1.04,,443.0,9.71,171.0,158.0,1329.0,20.0,1.19,1.33,,12.753,,4.9
black_rice,Black Rice,1,0.45843032959491076,360.53871,360.53871,360.53871,360.53871,77.18825,,4.179,,,3.438,,,,,,7.56875,,,,,,0.3188,,8.278,,0.2024,,,,,,,,14.4,1.116,113.4,306.7,255.6,0.0,1.716,0.2095,,3.906,,
black_sesame_seed,Black Sesame Seed,3,0.8931597694041389,590.2644996813257,590.2644996813257,590.2644996813257,590.2644996813257,19.8,,12.033333333333333,0.3,,49.78,0.0,7.138000000000001,0.0,0.0,,19.320000000000004,0.0,0.25,0.0,0.25,0.0,0.791,0.247,4.515,0.05,0.79,97.0,0.0,25.6,,0.0,0.25,,666.6666666666666,20.2,351.0,629.0,458.0,11.333333333333334,7.75,4.082,,2.46,,34.4
black_tea,Black Tea,1,0.4581366195810706,1.0,1.0,1.0,1.0,0.3,,0.0,0.0,,0.0,0.0,0.002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,,0.0,5.0,0.0,0.4,,0.0,0.0,,0.0,0.02,3.0,1.0,37.0,3.0,0.02,0.01,,,,0.0
black_treacle,Black Treacle,2,1.55,200.0,200.0,200.0,200.0,45.0,,0.0,35.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,100.0,3.6,,,211.0,0.0,,,,,,
black_vinegar,Black Vinegar,5,0.7604183469667106,43.10630975143404,43.10630975143404,43.10630975143404,43.10630975143404,7.231999999999999,,0.0,2.914,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,6.75,0.15750000000000003,4.0,7.0,55.25,3.4,0.0325,0.0075,,0.2005,,0.2
blackberry,Blackberry,2,1.254457157844413,43.26003824091778,43.26003824091778,43.26003824091778,43.26003824091778,9.61,,5.3,4.88,,0.49,0.0,0.014,0.0,0.0,,1.39,11.0,1.17,0.0,1.17,21.0,0.02,0.026,0.646,0.276,0.03,25.0,0.0,8.5,,19.8,1.17,,29.0,0.62,20.0,22.0,162.0,1.0,0.53,0.165,,0.646,,0.4
blood_orange,Blood Orange,5,0.3685652150901617,46.96902485659656,46.96902485659656,46.96902485659656,46.96902485659656,11.64,8.57,2.2800000000000002,9.095,,0.184,0.0,0.0225,0.0,0.0,,0.7860000000000001,11.0,0.18,0.0,0.18,50.059999999999995,0.0892,0.0434,0.3958,0.25275000000000003,0.060399999999999995,20.8,0.0,8.4,,0.0,0.18,,42.8,0.164,10.14,15.4,169.4,2.6,0.088,0.047,,0.02525,,0.33999999999999997
blood_sausage,Blood Sausage,2,1.5500000000000003,378.585086042065,378.585086042065,378.585086042065,378.585086042065,1.29,,0.0,1.29,,34.5,120.0,13.4,0.0,0.0,,14.6,0.0,0.13,1.3,0.13,0.0,0.07,0.13,1.2,0.6,0.04,5.0,1.0,72.8,,0.0,0.13,,6.0,6.4,8.0,22.0,38.0,680.0,1.3,0.04,,0.01,,15.5
bloody_mary_mix,Bloody Mary Mix,1,0.0,17.0,17.0,17.0,17.0,4.44,,1.1,2.22,,0.0,0.0,0.0,,,,1.11,,,,,4.0,,,,,,,,,,,,,22.0,,,,,722.0,,,,,,
blue_cheese,Blue Cheese,2,0.6700640127132512,353.0,353.0,353.0,353.0,2.34,,0.0,0.5,,28.74,75.0,18.669,0.0,0.0,,21.4,198.0,0.25,0.5,0.25,0.0,0.029,0.382,1.016,1.729,0.166,36.0,1.22,15.4,,2.4,0.25,,528.0,0.31,23.0,387.0,256.0,1146.0,2.66,0.04,,0.009,,14.5
blue_curacao,Blue Curacao,1,0.7929729990451475,279.0,279.0,279.0,279.0,33.2,,0.0,33.27,,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,2.0,1.0,0.03,0.016,,,,0.2
blueberry,Blueberry,4,1.2448625948845562,58.27508142877629,58.27508142877629,58.27508142877629,58.27508142877629,14.00633125,9.356,2.6,6.46,,0.419725,,,,,,0.8323437499999999,6.0,1.69,0.0,1.69,10.619250000000001,0.067,0.414,0.597,0.265,0.026,33.0,0.0,,0.0,17.2,1.69,,12.0175,0.34735000000000005,6.38425,16.97,82.98,1.5,0.11400500000000001,0.0420375,,0.8170999999999999,,
bluefish,Bluefish,1,1.0381712663572242,124.04397705544932,124.04397705544932,124.04397705544932,124.04397705544932,0.0,,0.0,,,4.24,59.0,0.915,0.519,0.252,,20.04,120.0,,,,0.0,0.058,0.08,5.95,0.828,0.402,2.0,5.39,,,,,,7.0,0.48,33.0,227.0,372.0,60.0,0.81,0.053,,0.021,,36.5
bok_choy,Bok Choy,3,0.8649893911389471,15.419666666666666,15.419666666666666,15.419666666666666,15.419666666666666,2.6249833333333332,,1.0863333333333334,1.18,,0.21126666666666669,0.0,0.027,0.0,0.0,,1.3412499999999998,223.0,0.09,0.0,0.09,45.0,0.04,0.07,0.5,0.088,0.194,66.0,0.0,6.4,,45.5,0.09,,90.64333333333333,0.6796000000000001,17.213333333333335,34.836666666666666,243.9333333333333,48.089999999999996,0.2179333333333333,0.023193333333333333,,0.1776,,0.5
bolillo,Bolillo,1,0.9637009714076341,318.0,318.0,318.0,318.0,55.77,,2.2,3.55,,5.8,1.0,1.401,0.0,0.0,,10.65,1.0,0.0,0.0,0.0,0.2,0.68,0.43,5.585,,0.105,127.0,0.13,14.3,,10.9,0.0,,41.0,3.9,30.0,111.0,131.0,506.0,0.88,0.135,,,,38.8
bolognese_sauce,Bolognese Sauce,1,0.5598482808203147,75.0,75.0,75.0,75.0,6.67,,1.7,2.5,,4.17,8.0,1.67,,,,3.33,,,,,17.5,,,,,,,,,,,,,17.0,1.2,,,,575.0,,,,,,
bone,Bone,2,1.100467022430505,246.5,246.5,246.5,246.5,0.0,,0.0,0.0,,15.120000000000001,86.5,5.791,0.0005,0.0015,,26.025,2.5,0.22,0.55,0.22,0.05,0.3365,0.238,5.707,,0.506,4.5,1.245,81.05,,0.7,0.22,,16.5,1.6400000000000001,22.0,199.0,303.5,360.5,4.05,0.08149999999999999,,,,34.900000000000006
bonito,Bonito,1,0.0,103.0114722753346,103.0114722753346,103.0114722753346,103.0114722753346,0.0,,0.0,,,1.01,47.0,0.328,0.185,0.071,,22.0,16.0,,,,1.0,0.033,0.1,15.4,0.42,0.85,9.0,1.9,,,,,,29.0,1.25,34.0,222.0,407.0,37.0,0.82,0.086,,0.015,,36.5
borage,Borage,1,1.2758561776809412,21.03250478011472,21.03250478011472,21.03250478011472,21.03250478011472,3.06,,,,,0.7,0.0,0.17,,,,1.8,210.0,,0.0,,35.0,0.06,0.15,0.9,0.041,0.084,13.0,0.0,,,,,,93.0,3.3,52.0,53.0,470.0,80.0,0.2,0.13,,0.349,,0.9
borlotti_bean,Borlotti Bean,1,0.0,335.08604206500956,335.08604206500956,335.08604206500956,335.08604206500956,60.05,,24.7,,,1.23,0.0,0.316,,,,23.03,0.0,,0.0,,0.0,0.747,0.213,1.455,0.748,0.309,604.0,0.0,,,,,,127.0,5.0,156.0,372.0,1332.0,6.0,3.63,0.794,,0.92,,12.7
bottarga,Bottarga,2,0.0,173.58221797323137,173.58221797323137,173.58221797323137,173.58221797323137,1.71,,0.0,0.0,,7.325,426.5,1.661,1.5550000000000002,1.1215,,25.47,90.5,7.0,12.1,7.0,16.2,0.2585,0.8445,1.996,1.077,0.1725,86.0,10.77,335.4,,0.2,7.0,,25.0,0.685,23.0,458.5,252.0,104.0,1.1400000000000001,0.114,,0.0115,,46.0
bottle_gourd,Bottle Gourd,3,0.4050746079784511,15.70044614404079,15.70044614404079,15.70044614404079,15.70044614404079,3.58,,1.5,2.02,,0.14,0.0,0.011333333333333334,,,,0.7399999999999999,0.0,0.1,0.0,0.1,11.700000000000001,0.03966666666666666,0.064,0.37333333333333335,0.16766666666666666,0.03933333333333333,6.0,0.0,,,0.7,0.1,,21.666666666666668,0.32,11.666666666666666,21.333333333333332,98.33333333333333,38.666666666666664,0.45999999999999996,0.027999999999999997,,0.072,,0.20000000000000004
