ingredient_id,display_name,source_count,top_similarity,Energy,Energy,Energy,Energy,Carbohydrate,"Sugars, Total",Fiber,Total Sugars,Fiber (AOAC 2011.25),Total fat,Cholesterol,"Fatty acids, total saturated",DHA,EPA,ALA,Protein,"Vitamin A, RAE",Vitamin E,Vitamin D (D2 + D3),Vitamin E,Vitamin C,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,Choline,Vitamin K2 MK-4,Vitamin K1,Vitamin E,Vitamin A,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Iodine,Manganese,Molybdenum,Selenium
iberico_ham,Iberico Ham,2,1.0,157.0,157.0,157.0,157.0,0.745,,0.0,0.595,,6.54,59.0,2.285,0.0,0.0,,22.235,0.0,0.28,0.9,0.28,0.0,0.567,0.242,3.881,,0.42,5.0,0.88,105.5,,0.0,0.28,,10.0,0.77,25.0,318.0,510.0,1972.5,2.81,0.108,,,,25.8
ice,Ice,5,0.8454366727147153,211.6,211.6,211.6,211.6,26.910000000000004,,0.5599999999999999,15.026,,10.225999999999999,17.6,7.158200000000001,0.0,0.0006000000000000001,,3.4619999999999997,77.6,0.202,0.1,0.202,3.4,0.04360000000000001,0.16599999999999998,0.24120000000000003,0.402,0.0328,6.8,0.32599999999999996,17.98,,1.38,0.202,,107.4,0.47400000000000003,15.4,83.8,172.8,90.0,0.506,0.06140000000000001,,0.007,,2.1
ice_cream,Ice Cream,5,1.3337464225486177,213.21223709369025,213.21223709369025,213.21223709369025,213.21223709369025,25.631999999999998,,1.1600000000000001,22.326,,10.724,38.0,6.5906,0.0,0.002,,3.4219999999999997,116.0,0.33,0.20000000000000004,0.33,0.6333333333333333,0.042333333333333334,0.2055,0.16533333333333333,0.5675,0.04966666666666667,9.0,0.355,24.599999999999998,,0.4666666666666666,0.33,56.0,109.6,0.47000000000000003,19.666666666666668,102.0,214.6,78.8,0.6633333333333333,0.067,,0.07400000000000001,,2.0666666666666664
ice_cream_cone,Ice Cream Cone,2,1.1649317349275752,409.5038240917782,409.5038240917782,409.5038240917782,409.5038240917782,81.55,,2.35,15.83,,5.35,0.0,0.8975,0.0,0.0,,8.0,0.0,0.42500000000000004,0.0,0.42500000000000004,0.0,0.3805,0.3795,4.746499999999999,0.45399999999999996,0.040999999999999995,156.5,0.0,8.95,,1.65,0.42500000000000004,,34.5,4.015,28.5,100.0,128.5,277.0,0.71,0.236,,0.6519999999999999,,4.8
idli,Idli,1,1.55,128.0,128.0,128.0,128.0,24.98,,5.8,1.85,,0.35,0.0,0.056,0.0,0.0,,6.36,0.0,0.04,0.0,0.04,0.2,0.122,0.04,0.676,,0.042,39.0,0.0,21.7,,3.1,0.04,,10.0,0.89,25.0,67.0,233.0,252.0,0.86,0.141,,,,3.5
indian_gooseberry,Indian Gooseberry,1,0.0,43.977055449330784,43.977055449330784,43.977055449330784,43.977055449330784,10.18,,4.3,,,0.58,0.0,0.038,0.0,0.0,,0.88,15.0,0.37,,0.37,27.7,0.04,0.03,0.3,0.286,0.08,6.0,0.0,,,,0.37,,25.0,0.31,10.0,27.0,198.0,1.0,0.12,0.07,,0.144,,0.6
irish_cream,Irish Cream,1,0.16750593892417207,296.0,296.0,296.0,296.0,33.48,,0.0,33.48,,2.74,8.0,1.511,0.0,0.001,,0.15,24.0,0.07,0.1,0.07,0.0,0.006,0.023,0.012,,0.003,0.0,0.0,1.2,,0.2,0.07,,5.0,0.04,0.0,7.0,9.0,2.0,0.04,0.015,,,,0.4
isot_pepper,Isot Pepper,1,0.0,34.0,34.0,34.0,34.0,7.66,,2.2,4.71,,0.4,0.0,0.067,0.0,0.0,,1.39,51.0,2.13,0.0,2.13,131.2,0.056,0.078,1.262,,0.463,25.0,0.0,9.2,,16.2,2.13,,13.0,0.64,19.0,34.0,285.0,6.0,0.2,0.088,,,,0.4
italian_dressing,Italian Dressing,1,0.9953218268697723,240.0,240.0,240.0,240.0,12.12,,0.0,10.77,,21.12,0.0,2.948,0.0,0.0,,0.41,2.0,2.19,0.0,2.19,0.4,0.02,0.0,0.131,,0.064,0.0,0.0,2.6,,56.0,2.19,,13.0,0.26,5.0,15.0,84.0,993.0,0.07,0.019,,,,2.0
italian_sausage,Italian Sausage,4,1.55,228.37619502868068,228.37619502868068,228.37619502868068,228.37619502868068,3.345,,0.225,1.7075,,16.76,56.25,6.25825,0.005999999999999999,0.0006666666666666666,0.152,15.537499999999998,14.333333333333334,,,,10.2,0.1215,0.17600000000000002,3.737,0.537,0.28400000000000003,6.0,0.8233333333333333,,,,,,19.333333333333332,3.36,17.666666666666668,138.0,200.66666666666666,689.0,1.8533333333333335,0.07166666666666667,,0.035,,14.766666666666666
italian_seasoning,Italian Seasoning,1,0.37239882309661376,307.0,307.0,307.0,307.0,65.59,,11.3,1.8,,7.53,0.0,3.29,0.0,0.0,,9.59,132.0,1.32,0.0,1.32,12.0,0.264,0.191,2.97,,1.32,138.0,0.0,30.3,,805.4,1.32,,996.0,35.3,224.0,171.0,684.0,27.0,3.14,0.843,,6.857,,7.2
jackfruit,Jackfruit,1,1.278677678065085,95.0,95.0,95.0,95.0,23.25,,1.5,19.08,,0.64,0.0,0.195,0.0,0.0,0.079,1.72,5.0,0.34,,0.34,13.7,0.105,0.055,0.92,0.235,0.329,24.0,0.0,,,,0.34,,24.0,0.23,29.0,21.0,448.0,2.0,0.13,0.076,,0.043,,
jackfruit_seed,Jackfruit Seed,2,0.0,95.0,95.0,95.0,95.0,23.25,,1.5,19.08,,0.64,0.0,0.195,0.0,0.0,0.079,1.72,5.0,0.34,,0.34,13.7,0.105,0.055,0.92,0.235,0.329,24.0,0.0,,,,0.34,,24.0,0.23,29.0,21.0,448.0,2.0,0.13,0.076,,0.043,,
jagermeister,Jagermeister,1,0.6956940735252182,279.0,279.0,279.0,279.0,33.2,,0.0,33.27,,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,2.0,1.0,0.03,0.016,,,,0.2
jalapeno,Jalapeno,1,1.017637130434217,29.0,29.0,29.0,29.0,6.5,,2.8,4.12,,0.37,0.0,0.092,0.0,0.0,0.05,0.91,54.0,3.58,0.0,3.58,118.6,0.04,0.07,1.28,0.315,0.419,27.0,0.0,7.5,,18.5,3.58,,12.0,0.25,15.0,26.0,248.0,3.0,0.14,0.046,,0.097,,0.4
jam,Jam,2,1.55,264.0,264.0,264.0,264.0,66.93,,0.55,46.75,,0.035,0.0,0.005,0.0,0.0,,0.185,0.0,0.12,0.0,0.12,8.8,0.016,0.076,0.036,0.02,0.02,11.0,0.0,10.2,,0.0,0.12,,20.0,0.49,4.0,19.0,63.5,28.5,0.06,0.1,,0.04,,2.0
jarlsberg_cheese,Jarlsberg Cheese,3,0.0,393.0,393.0,393.0,393.0,1.4400000000000002,,0.0,0.0,,31.0,93.0,18.2,0.0,0.009,,27.0,292.0,0.6,0.0,0.6,0.0,0.011000000000000001,0.303,0.06,,0.07,9.0,3.02,13.800000000000002,,1.3999999999999997,0.6,,890.0,0.13,33.0,574.0,71.0,185.0,4.37,0.04700000000000001,,,,30.100000000000005
jasmine_flower,Jasmine Flower,2,0.573274634894202,21.03250478011472,21.03250478011472,21.03250478011472,21.03250478011472,5.005,,,,,0.05500000000000001,0.0,0.036,,,,1.155,48.5,,0.0,,50.5,0.0625,0.078,0.5599999999999999,,,80.5,0.0,,,,,,29.0,0.77,18.0,39.5,178.5,10.0,,,,,,0.8
jasmine_tea,Jasmine Tea,1,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.22,0.0,0.0,0.0,0.0,0.0,0.007,0.058,0.03,,0.005,0.0,0.0,0.0,,0.0,0.0,,0.0,0.02,1.0,0.0,8.0,1.0,0.01,0.004,,,,0.0
jellyfish,Jellyfish,1,1.0713866282881221,36.08986615678776,36.08986615678776,36.08986615678776,36.08986615678776,0.0,,0.0,0.0,,1.4,5.0,0.273,0.25,0.007,,5.5,2.0,0.02,0.0,0.02,0.0,0.01,0.01,0.2,,0.01,1.0,0.02,95.0,,0.1,0.02,,2.0,2.27,2.0,20.0,3.0,9690.0,0.42,0.14,,,,42.2
jerk_seasoning,Jerk Seasoning,1,0.4685849883380821,307.0,307.0,307.0,307.0,65.59,,11.3,1.8,,7.53,0.0,3.29,0.0,0.0,,9.59,132.0,1.32,0.0,1.32,12.0,0.264,0.191,2.97,,1.32,138.0,0.0,30.3,,805.4,1.32,,996.0,35.3,224.0,171.0,684.0,27.0,3.14,0.843,,6.857,,7.2
jerusalem_artichoke,Jerusalem Artichoke,1,0.8991019882144794,72.65774378585085,72.65774378585085,72.65774378585085,72.65774378585085,17.44,,1.6,9.6,,0.01,0.0,0.0,0.0,0.0,,2.0,1.0,0.19,0.0,0.19,4.0,0.2,0.06,1.3,0.397,0.077,13.0,0.0,30.0,,0.1,0.19,,14.0,3.4,17.0,78.0,429.0,4.0,0.12,0.14,,0.06,,0.7
jicama,Jicama,2,1.2862329582793632,38.0,38.0,38.0,38.0,8.82,,4.9,1.8,,0.09,0.0,0.021,0.0,0.0,,0.72,1.0,0.46,0.0,0.46,20.2,0.02,0.029,0.2,0.135,0.042,12.0,0.0,13.6,,0.3,0.46,,12.0,0.6,12.0,18.0,150.0,4.0,0.16,0.048,,0.06,,0.7
jinhua_ham,Jinhua Ham,1,0.0,119.0,119.0,119.0,119.0,1.19,,,1.19,,4.76,48.0,1.79,,,,16.67,,,,,,,,,,,,,,,,,,,0.43,,,,1250.0,,,,,,
juniper_berry,Juniper Berry,1,0.0,44.0,44.0,44.0,44.0,9.94,,2.0,6.21,,0.25,0.0,0.008,0.0,0.0,,0.66,2.0,0.37,0.0,0.37,44.2,0.029,0.024,0.396,,0.04,7.0,0.0,5.8,,7.3,0.37,,16.0,0.28,11.0,20.0,138.0,0.0,0.1,0.038,,,,0.3
junket,Junket,3,0.0,276.6666666666667,276.6666666666667,276.6666666666667,276.6666666666667,70.10000000000001,,1.7,,,1.1333333333333333,0.0,0.9904999999999999,0.0,0.0,,1.1333333333333333,0.0,,,,0.0,0.004666666666666667,0.028,0.10233333333333333,0.015,0.011000000000000001,2.0,0.0,,,,,,1338.6666666666667,3.23,33.333333333333336,186.66666666666666,241.66666666666666,8747.666666666666,2.66,0.331,,0.5156666666666667,,1.2
kaffir_lime,Kaffir Lime,2,0.7416806029853352,30.0,30.0,30.0,30.0,10.54,,2.8,1.69,,0.2,0.0,0.022,0.0,0.0,,0.7,2.0,0.22,0.0,0.22,29.1,0.03,0.02,0.2,0.217,0.043,8.0,0.0,5.1,,0.6,0.22,,33.0,0.6,6.0,18.0,102.0,2.0,0.11,0.065,,0.008,,0.4
kaffir_lime_leaf,Kaffir Lime Leaf,1,0.0,313.0,313.0,313.0,313.0,74.97,,26.3,,,8.36,0.0,2.28,0.0,0.0,,7.61,309.0,,0.0,,46.5,0.009,0.421,2.005,,1.74,180.0,0.0,,,,,,834.0,43.0,120.0,113.0,529.0,23.0,3.7,0.416,,8.167,,2.8
kale,Kale,3,1.2324567049496764,35.0,35.0,35.0,35.0,4.42,0.8000000000000002,4.1,,,1.49,,,,,,2.92,241.0,0.66,,0.66,93.40000000000002,0.113,0.347,1.18,0.36999999999999994,0.147,62.0,,,0.0,390.0,0.66,,254.0,1.6000000000000003,32.7,55.0,348.0,53.0,0.38999999999999996,0.053,,0.92,,
kapok_flower,Kapok Flower,2,0.5222800298687388,27.007648183556405,27.007648183556405,27.007648183556405,27.007648183556405,6.73,,,,,0.04,0.0,,,,,1.28,0.0,,0.0,,73.0,0.083,0.081,0.43,,,102.0,0.0,,,,,,19.0,0.84,12.0,30.0,184.0,15.0,,,,,,0.9
kashkaval_cheese,Kashkaval Cheese,1,0.38562802864140683,381.0,381.0,381.0,381.0,4.33,,0.0,2.08,,31.26,95.0,17.763,0.002,0.01,,20.7,294.0,0.78,3.0,0.78,0.0,0.029,0.399,0.084,,0.077,18.0,1.23,20.9,,2.7,0.78,,849.0,0.39,28.0,532.0,129.0,964.0,3.15,0.031,,,,24.3
kashmiri_chili,Kashmiri Chili,1,0.0,318.0,318.0,318.0,318.0,56.63,,27.2,10.34,,17.27,0.0,3.26,0.0,0.0,,12.01,2081.0,29.83,0.0,29.83,76.4,0.328,0.919,8.701,,2.45,106.0,0.0,51.5,,80.3,29.83,,148.0,7.8,152.0,293.0,2014.0,30.0,2.48,0.373,,2.0,,8.8
kasseri_cheese,Kasseri Cheese,1,0.38562802864140683,381.0,381.0,381.0,381.0,4.33,,0.0,2.08,,31.26,95.0,17.763,0.002,0.01,,20.7,294.0,0.78,3.0,0.78,0.0,0.029,0.399,0.084,,0.077,18.0,1.23,20.9,,2.7,0.78,,849.0,0.39,28.0,532.0,129.0,964.0,3.15,0.031,,,,24.3
kaya,Kaya,2,0.0,274.0,274.0,274.0,274.0,43.215,,0.0,32.025,,11.905,53.5,7.145,,,,1.19,,,,,,,,,,,,,,,,,,48.0,,,,50.0,69.0,,,,,,
kefir,Kefir,2,1.55,50.5,50.5,50.5,50.5,4.26,,0.0,3.765,,2.175,8.5,1.369,0.0,0.0,0.006,3.56,171.0,0.02,1.0,0.02,0.2,0.03,0.135,0.15,0.385,0.058,13.0,0.29,15.2,,0.1,0.02,,127.5,0.04,12.0,105.0,164.0,39.0,0.46,0.009,,0.005,,3.6
kelp,Kelp,1,1.020468610158101,43.0,43.0,43.0,43.0,9.57,,1.3,0.6,,0.56,0.0,0.247,0.0,0.004,,1.68,6.0,0.87,0.0,0.87,3.0,0.05,0.15,0.47,0.642,0.002,180.0,0.0,12.8,,66.0,0.87,,168.0,2.85,121.0,42.0,89.0,233.0,1.23,0.13,,0.2,,0.7
ketchup,Ketchup,3,1.55,72.66666666666667,72.66666666666667,72.66666666666667,72.66666666666667,18.066666666666666,21.8,0.15,21.27,,0.21666666666666667,0.0,0.007,0.0,0.0,,0.7166666666666668,26.0,1.46,0.0,1.46,4.1,0.011,0.166,1.434,,0.158,9.0,0.0,12.5,,3.0,1.46,120.0,14.5,0.39,13.25,25.5,265.0,723.0,0.165,0.07550000000000001,,0.086,,0.7
kidney,Kidney,2,1.55,120.44550669216062,120.44550669216062,120.44550669216062,120.44550669216062,0.015,,0.0,0.0,,3.575,539.5,1.0979999999999999,0.018,0.0465,0.05,21.130000000000003,30.5,0.25,0.6000000000000001,0.25,0.0,0.286,2.1125,6.1575,3.207,0.28049999999999997,82.0,37.535,509.1,,0.0,0.25,,13.5,6.175,14.0,273.5,182.5,284.0,2.315,0.4605,,0.084,,130.14999999999998
kidney_bean,Kidney Bean,2,0.3373183828191086,334.76003824091777,334.76003824091777,334.76003824091777,334.76003824091777,60.65,,20.049999999999997,2.165,,0.9450000000000001,0.0,0.137,0.0,0.0,,23.055,0.0,0.215,0.0,0.215,4.5,0.5685,0.217,2.085,0.78,0.397,394.0,0.0,65.9,,12.3,0.215,,113.0,7.445,139.0,406.5,1382.5,18.0,2.79,0.8285,,1.0659999999999998,,3.2
kielbasa,Kielbasa,2,0.9560963057221551,330.9990439770554,330.9990439770554,330.9990439770554,330.9990439770554,4.375,,0.0,2.2199999999999998,,29.655,67.0,9.789,0.007,0.004,0.244,11.645,8.5,0.4,0.8,0.4,16.9,0.15,0.184,3.4375,0.6165,0.0985,0.5,0.7,40.05,17.9,0.15,0.4,,33.0,0.87,15.0,186.0,261.5,995.0,1.4100000000000001,0.061,,0.0555,,18.700000000000003
kimchi,Kimchi,2,1.55,7.767686424474187,7.767686424474187,7.767686424474187,7.767686424474187,2.895,,1.2000000000000002,1.06,,0.25,0.0,0.0335,0.0,0.0,,0.55,5.0,0.11,0.0,0.11,0.0,0.01,0.21,1.1,,0.213,52.0,0.0,15.5,,43.6,0.11,,33.0,2.5,14.0,24.0,194.0,342.0,0.22,0.024,,,,0.5
kinako,Kinako,2,0.5957319143746949,436.51720841300187,436.51720841300187,436.51720841300187,436.51720841300187,31.15,,9.649999999999999,7.555,,21.255,0.0,3.0745,0.0,0.0,,37.95,6.0,1.9649999999999999,0.0,1.9649999999999999,0.0,0.49649999999999994,1.0505,3.803,1.3995000000000002,0.406,286.0,0.0,190.6,,70.5,1.9649999999999999,,197.0,6.095000000000001,399.0,485.0,2278.0,12.5,3.75,2.5705,,2.176,,7.5
king_oyster_mushroom,King Oyster Mushroom,1,0.8442631699683149,38.460412,38.460412,38.460412,38.460412,8.50065,,3.009,,,0.3075,,,,,,2.40625,,,0.07,,,0.006375,0.2438,6.451,,0.1188,,,,,,,,0.0,0.3381,13.51,89.86,294.5,0.7713,0.6254,0.047,,0.09125,,1.203
kiwi,Kiwi,2,0.9839363785922981,61.244585,61.244585,61.244585,61.244585,13.9090375,8.5568,2.5645,8.99,,0.54,0.0,0.029,0.0,0.0,,1.0340625,4.0,1.3,0.0,1.3,66.74000000000001,0.027,0.025,0.37,,0.061,29.425,0.0,7.8,,40.3,1.3,,29.689999999999998,0.138315,15.395,30.805,249.75,3.6375,0.29735,0.13115,,0.0683,,0.2
kohlrabi,Kohlrabi,2,1.2721085676395423,27.0,27.0,27.0,27.0,6.2,,3.6,2.6,,0.1,0.0,0.013,0.0,0.0,,1.7,2.0,0.48,0.0,0.48,62.0,0.05,0.02,0.4,0.165,0.15,16.0,0.0,12.3,,0.1,0.48,,24.0,0.4,19.0,46.0,350.0,20.0,0.03,0.129,,0.139,,0.7
kombu,Kombu,1,1.020468610158101,43.0,43.0,43.0,43.0,9.57,,1.3,0.6,,0.56,0.0,0.247,0.0,0.004,,1.68,6.0,0.87,0.0,0.87,3.0,0.05,0.15,0.47,0.642,0.002,180.0,0.0,12.8,,66.0,0.87,,168.0,2.85,121.0,42.0,89.0,233.0,1.23,0.13,,0.2,,0.7
kombucha,Kombucha,1,1.0899948909976949,16.0,16.0,16.0,16.0,3.98,,0.0,3.99,,0.01,0.0,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.003,0.027,0.014,,0.002,0.0,0.0,0.0,,0.0,0.0,,0.0,0.01,0.0,0.0,4.0,2.0,0.0,0.002,,,,0.0
korean_bbq_sauce,Korean Bbq Sauce,1,0.2716110683050506,348.0,348.0,348.0,348.0,12.66,,0.5,10.2,,31.41,0.0,4.172,0.0,0.0,,3.17,0.0,5.69,0.0,5.69,0.1,0.024,0.061,0.798,,0.068,7.0,0.0,8.2,,29.9,5.69,,17.0,0.74,31.0,70.0,182.0,1850.0,0.4,0.029,,,,2.8
korean_rice_wine,Korean Rice Wine,2,0.9211806892311756,134.0,134.0,134.0,134.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,5.0,0.1,6.0,6.0,25.0,2.0,0.02,0.009,,,,1.4
kudzu_root,Kudzu Root,2,0.4979733025581396,74.33078393881453,74.33078393881453,74.33078393881453,74.33078393881453,17.23,,4.9,,,0.1,0.0,0.03,,,,2.6,0.0,,0.0,,44.0,0.16,0.22,0.4,0.377,0.258,13.0,0.0,,,,,,45.0,1.16,23.0,100.0,556.0,40.0,0.39,0.257,,0.261,,0.7
kumquat,Kumquat,2,1.2916806029853354,70.87284894837475,70.87284894837475,70.87284894837475,70.87284894837475,15.9,,6.5,9.36,,0.86,0.0,0.103,0.0,0.0,,1.88,15.0,0.15,0.0,0.15,43.9,0.037,0.09,0.429,0.208,0.036,17.0,0.0,8.4,,0.0,0.15,,62.0,0.86,20.0,19.0,186.0,10.0,0.17,0.095,,0.135,,0.0
la_cam_leaf,La Cam Leaf,1,0.0,15.0,15.0,15.0,15.0,2.87,,1.3,0.78,,0.15,0.0,0.02,0.0,0.0,,1.36,370.0,0.22,0.0,0.22,9.2,0.07,0.08,0.375,0.134,0.09,38.0,0.0,13.6,,126.3,0.22,,36.0,0.86,13.0,29.0,194.0,28.0,0.18,0.029,,0.25,,0.6
la_giang_leaf,La Giang Leaf,5,0.43552269427457274,14.098627299999999,14.098627299999999,14.098627299999999,14.098627299999999,2.6212299999999997,,0.9,0.48,,0.20726,0.0,0.028,0.0,0.0,,1.28275,375.0,0.15,0.0,0.15,5.99,0.06765,0.077,0.3318,0.144,0.094176,36.0,0.0,11.8,0.0,135.94,0.15,,34.368,1.0239,12.154,27.71,205.01999999999998,25.776,0.22205999999999998,0.030368,,0.19358000000000003,,1.5
ladyfinger,Ladyfinger,1,1.0990014186415005,365.0,365.0,365.0,365.0,59.7,,1.0,25.39,,9.1,221.0,3.069,0.036,0.004,,10.6,3.0,0.63,0.6,0.63,3.7,0.284,0.428,2.104,,0.122,60.0,0.75,92.0,,0.2,0.63,,47.0,3.58,12.0,173.0,113.0,147.0,1.14,0.095,,,,21.1
lamb,Lamb,4,1.117732496523722,279.75669216061186,279.75669216061186,279.75669216061186,279.75669216061186,0.0,,0.0,0.0,,19.985,90.5,8.402,0.0,0.0,,23.197499999999998,0.0,0.15500000000000003,0.1,0.15500000000000003,0.0,0.10300000000000001,0.24225,6.5335,0.65,0.1355,19.0,2.4775,88.8,,4.449999999999999,0.15500000000000003,,18.75,1.77,23.5,188.0,303.75,303.25,4.06,0.1205,,0.019,,25.599999999999998
lambs_quarters,Lambs Quarters,2,1.2903289030305427,45.04206500956023,45.04206500956023,45.04206500956023,45.04206500956023,7.13,,5.15,,,0.54,0.0,0.059,,,,4.205,339.0,,0.0,,80.0,0.0945,0.37,0.995,0.092,0.229,39.0,0.0,20.0,0.0,346.6,,,337.5,1.18,98.5,67.5,861.0,25.0,0.58,0.2065,,1.1360000000000001,,1.0
lard,Lard,2,1.55,923.0,923.0,923.0,923.0,0.0,,0.0,,,100.0,77.0,46.15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
lecithin,Lecithin,1,0.9605234211207319,763.0,763.0,763.0,763.0,0.0,,0.0,0.0,,100.0,0.0,15.005,0.0,0.0,,0.0,0.0,8.18,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,,183.9,8.18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
leek,Leek,1,0.9022061164685311,61.0,61.0,61.0,61.0,14.15,,1.8,3.9,,0.3,0.0,0.04,0.0,0.0,,1.5,83.0,0.92,0.0,0.92,12.0,0.06,0.03,0.4,0.14,0.233,64.0,0.0,9.5,,47.0,0.92,,59.0,2.1,28.0,35.0,180.0,20.0,0.12,0.12,,0.481,,1.0
lemon,Lemon,3,1.1433038657794055,26.55640535372849,26.55640535372849,26.55640535372849,26.55640535372849,8.513333333333334,,1.9666666666666666,2.5066666666666664,,0.27999999999999997,0.0,0.03933333333333333,0.0,0.0,0.009,0.8500000000000001,0.6666666666666666,0.15,0.0,0.15,48.23333333333333,0.03466666666666667,0.018333333333333333,0.09700000000000002,0.1605,0.06866666666666667,14.0,0.0,5.1,,0.0,0.15,,19.333333333333332,0.4266666666666667,7.333333333333333,13.333333333333334,126.33333333333333,1.6666666666666667,0.056666666666666664,0.03,,0.020999999999999998,,0.3
lemongrass,Lemongrass,1,1.2522906044938507,98.94837476099426,98.94837476099426,98.94837476099426,98.94837476099426,25.31,,,,,0.49,0.0,0.119,,,,1.82,0.0,,0.0,,2.6,0.065,0.135,1.101,0.05,0.08,75.0,0.0,,,,,,65.0,8.17,60.0,101.0,723.0,6.0,2.23,0.266,,5.224,,0.7
lentil,Lentil,3,1.225098861701455,356.7616666666667,356.7616666666667,356.7616666666667,356.7616666666667,62.87375,,10.75,2.03,,1.7183333333333335,0.0,0.2665,0.0,0.0,,24.03625,2.5,0.49,0.0,0.49,3.1,0.6915,0.1585,2.05,1.244,0.47150000000000003,341.5,0.0,96.4,,5.0,0.49,,48.28333333333333,7.019333333333333,70.89999999999999,316.2,764.6333333333333,4.333333333333333,3.577666666666667,0.9648666666666667,,1.5593333333333332,,0.05
lettuce,Lettuce,5,1.1826771965609209,16.789712299999998,16.789712299999998,16.789712299999998,16.789712299999998,3.32898,,1.0333333333333334,0.6866666666666666,,0.13201000000000002,0.0,0.027333333333333334,0.0,0.0,,0.9932500000000001,350.6666666666667,0.15666666666666665,0.0,0.15666666666666665,9.037500000000001,0.065926,0.07266666666666667,0.3131,0.144,0.069402,36.666666666666664,0.0,11.366666666666667,0.0,85.28,0.15666666666666665,,32.215999999999994,0.44254999999999994,10.8162,24.146,234.68,23.598,0.24862,0.035837999999999995,,0.14684666666666668,,1.2
licorice_root,Licorice Root,2,0.38148078531778135,72.41873804971318,72.41873804971318,72.41873804971318,72.41873804971318,17.51,,1.5,8.73,,0.2,0.0,0.048,,,,1.4,0.0,,0.0,,5.0,0.04,0.03,0.4,0.323,0.241,23.0,0.0,,,,,,41.0,0.8,22.0,61.0,290.0,50.0,0.33,0.077,,0.233,,0.7
light_soy_sauce,Light Soy Sauce,3,0.0,57.666666666666664,57.666666666666664,57.666666666666664,57.666666666666664,5.573333333333333,,0.5,1.1,,0.13333333333333333,0.0,0.015333333333333332,0.0,0.0,,10.223333333333334,0.0,0.205,0.0,0.205,0.0,0.0495,0.196,2.5455,0.376,0.18,31.0,0.0,34.6,,0.0,0.205,,25.0,1.9100000000000001,54.5,148.0,303.6666666666667,4839.0,0.61,0.092,,0.499,,0.65
lillet,Lillet,5,0.0,74.23479923518164,74.23479923518164,74.23479923518164,74.23479923518164,2.496,,0.0,1.574,,0.0,0.0,0.0,0.0,0.0,,0.128,0.0,0.0,0.0,0.0,0.0,0.0068000000000000005,0.013800000000000002,0.1024,0.0965,0.0402,1.0,0.002,3.6,,0.22000000000000003,0.0,,9.2,0.288,10.0,17.2,72.6,5.4,0.10800000000000001,0.0058000000000000005,,0.124,,0.13999999999999999
lima_bean,Lima Bean,2,1.1819076591465745,225.5,225.5,225.5,225.5,41.775000000000006,,11.95,4.99,,0.7749999999999999,0.0,0.1795,0.0,0.0,,14.15,5.0,0.52,0.0,0.52,11.7,0.362,0.1525,1.5055,0.8009999999999999,0.358,214.5,0.0,68.35,,5.8,0.52,,57.5,5.325,141.0,260.5,1095.5,13.0,1.8050000000000002,0.529,,1.4435,,4.5
lime,Lime,2,1.2916806029853354,30.0,30.0,30.0,30.0,10.54,,2.8,1.69,,0.2,0.0,0.022,0.0,0.0,,0.7,2.0,0.22,0.0,0.22,29.1,0.03,0.02,0.2,0.217,0.043,8.0,0.0,5.1,,0.6,0.22,,33.0,0.6,6.0,18.0,102.0,2.0,0.11,0.065,,0.008,,0.4
limoncello,Limoncello,1,0.808188169962949,279.0,279.0,279.0,279.0,33.2,,0.0,33.27,,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,2.0,1.0,0.03,0.016,,,,0.2
linguica,Linguica,1,0.0,295.65009560229447,295.65009560229447,295.65009560229447,295.65009560229447,3.78,,0.0,0.0,,25.1,63.0,8.595,0.003,0.002,0.156,13.63,0.0,0.22,1.5,0.22,0.0,0.207,0.31,5.47,,0.313,0.0,2.0,96.7,,0.0,0.22,,19.0,1.41,20.0,149.0,308.0,788.0,1.68,0.084,,0.093,,18.6
lions_mane_mushroom,Lions Mane Mushroom,1,0.5929928102272983,35.107387,35.107387,35.107387,35.107387,7.5897,,4.376,,,0.2563,,,,,,2.5,,,0.0212,,,0.1463,0.3631,1.626,,0.0655,29.58,,,,,,,0.0,0.6883,11.72,93.95,443.3,0.3363,0.7448,0.1771,,0.1796,,1.773
